file_name,transcription,utterance_id
data\segment_4737.wav," And the other aspect note is that since it is dependent upon use, now the fact that land is being used or not used will not can be a classification method because government will not like to tax the land will not where for some good reason mining is not being done. So it's not always that once the aspect of user comes in, therefore.",3rfuunfrvc
data\segment_4738.wav, It automatically becomes goes out of the fold of entry forty nine. List two.,b77m6ccbwv
data\segment_4739.wav, Then kindly come to twenty four at page one one six.,rf2onyueo4
data\segment_4740.wav," On behalf of the state of Tamil Nadu, learned council, mister Kristen Murphy, I have sought to urge that it can also be sustained under entry fifty list two. Entry fifty of list two of the seven schedule deals with taxes on mineral rights, subject to limitation imposed by Parliament relating to mineral development. Entry twenty three of list two deals with regulation of mines and mineral development, subject to the provisions of list one.",0rzr0a0dq0
data\segment_4741.wav," With respect to regulation and development under control of the Union, an entry fifty four in List one deals with regulation of mines and minerals under the control of the Union declared by Parliament by law to be expedient in public interest. Even though minerals are part of the state list, they are treated separately and therefore the principle that the specific excludes the general must be applied. See the observations of Waverly Jude Mills.",0v2mhendzv
data\segment_4742.wav," Where it was held that land in entry forty nine cannot possibly include minerals. Please mark this sentence, it will not include minerals, not that it will not include the land itself.",mb6cgbbtt2
data\segment_4743.wav," In this connection, learned Attorney General appearing for the Union of India submitted before us that in order to sustain the levy, the power of the state legislature has to be found within one or more of the entries of list two of the seven schedules. The levy in question has to be either a tax or a fee or an impost. If it is neither a tax nor a fee, then it should be under one of the general entries under list two.",95admjpean
data\segment_4744.wav, The expression land according to its legal significance has an indefinite extent both upwards and downwards the surface of the soil and would include not only the face of the earth but everything under it or over it. Now this is in support of the states. It doesn't go against.,kmx3ukmos7
data\segment_4745.wav, See the observations in anantmiles. The minerals which are under the earth can in certain circumstances fall under the expression of land.,70bxpjbc57
data\segment_4746.wav, Is a specific entry?,5mrw1oepzt
data\segment_4747.wav," But as tax on mineral rights is expressly covered by entry fifty list two, if it is brought under the head taxes under entry forty nine of list two, it would render entry fifty of list two redundant. Learned Attorney General is right in contending that the entry should not be so construed as to make one entry redundant. It was further argued that even in pith and substance, the tax fell to entry list fifty list two.",prr82fl9zn
data\segment_4748.wav, it would be controlled by a legislation under entry fifty four list one. Now there is only one problem with these observations that,wxq7eyyoss
data\segment_4749.wav, mister Krishna Morthy wanted to justify the tax in the alternative under entry fifty list two saying therefore that it can be says on royalty can be understood since royalty is relatable to extracted mineral and dispatch mineral. Therefore it is very proximate in nexus one hundred fifty list two. Now what the court is saying that.,2g92s2kbul
data\segment_4750.wav, The minerals which are under the earth can in certain circumstances fall under the expression land. So if it falling either falls under land or it falls as a mineral right. So either it goes under forty nine list two or it comes within the fold of entry fifty. If it comes under fifty then the state is competent subject to the limitations.,2u9p3k35hs
data\segment_4751.wav," On the other hand, learned Attorney General submitted that if it be held to be a fee, then the source of power of the state legislature under NT sixty six, cut it with NT twenty three list two here also the extent to which regulation of mines and minerals under the control of the union is declared by Parliament by law to be expedient in public interest to the extent such legislation makes provision will denude state legislature of the power.",2d5wj278b8
data\segment_4752.wav," to override the provision of entry fifty list two. Now this again, Millard, in my humble submission is completely erroneous fifty four will not denude. It will not enable Parliament to arrogate to itself any power of tax.",eyd0qu0kwi
data\segment_4753.wav," In view of the parliamentary legislation under entry fifty four, declaration made under section two and provision of section nine of the Act, the state legislation would be overridden to that extent. This is completely erroneous in that respectful submission, because it assumes that section nine is a tax and tax pertaining to entry fifty list two, and it is a limitation on that, and therefore a denudation happens.",ooz9rln1lr
data\segment_4754.wav," Then they refer to Hinger Rampur and also the observations state of Odyssey versus Tulak. Our attention was drawn to the decision of the Division Bench judgment of the High Court of Mysore in Lakshmin Aran Mining Company. There speaking for the court, one of us, Justice Winkat Ramaya of the Mysore High Court, as the learned Chief Justice then was, observed that a combined reading of eighteen twenty three and fifth.",4hugk0vwja
data\segment_4755.wav," and fifty of list two and entry fifty four establishes that as long as the Parliament does not make any law in exercise of its power under entry fifty four, the powers of the state legislature in entry twenty three and fifty would be exercisable by the state legislature. But once the Parliament makes a declaration by law that it is expedient in the public interest to make a regulation of mines and minerals.",5z794f5aba
data\segment_4756.wav," development under the control of the Union to the extent to which such regulation and development is undertaken by the law made by Parliament, the power of the state legislature under twenty, twenty three and fifty list two are denuded. twenty three is understandable, but entry fifty, unless one finds a specific express limitation in the MMDR Act made under entry fifty four, will not be either denuded or abstracted for me.",9yevvonemh
data\segment_4757.wav, In relation to entry forty nine list two.,1698f76v3m
data\segment_4758.wav, Abstraction is absolutely not possible. Limitation is possible. So this has to be read in the context of the facts of that case. There it was a license fee. A license fee was held to be royalty. But here the interpretation of that judgment is very wide. Yes.,qqamx4sk7r
data\segment_4759.wav," That has led to the error in this case. Ungrateful news. I place that case also before errors. To the similar effects are the observations of the high court of Patna and that high court of Patna, I'm not this para I'm not reading because Patna has been followed in the Tarnateka case and I place that Mysore case I will.",cahledyzth
data\segment_4760.wav," Then in paragraph twenty nine, HRS Mukhti is referred.",s2vqhdhcxa
data\segment_4761.wav," And this was overruled in this by this seven judges judgment. So let me place this extracted part of HRS Moti. When a question arises as to the precise head of legislative power under which a taxing statute has been passed, the subject for inquiry is what in truth and substance is the nature of the tax. No doubt in a sense, but in a very remote sense, it has a relationship to the mining as also to the mineral one.",loq4gv4cug
data\segment_4762.wav," from the mine under a contract by which royalty is payable on the quantity of mineral extracted, but that does not stamp it as a tax on either the extraction of the mineral or on mineral right. It is unnecessary for the purpose of this case to examine the question as to what exactly is the tax on mineral rights, seeing that such a tax is not leviable by Parliament, but only by the state.",q8vhgi0qzy
data\segment_4763.wav," And the sole limitation on the state's power to levy the tax is that it must not interfere with a law made by Parliament as regards mineral development. Our attention was not invited to the provisions of any such law created by Parliament. In the context of section seventy eight seventy nine and the scheme of those provisions, it is clear that the land says is in truth a tax on land with an entry forty nine. So HRS Mooty did not see section nine as.",l48ljx0gn9
data\segment_4764.wav, a tax or a limitation on entry fifty. It seems therefore that the attention of the Court was not invited to the provisions of the Mines and Mineral Development and Regulation Act and section nine thereof. Section nine three of the Act in terms states that royalties payable under the second schedule of the Act shall not be enhanced more than once during the period of four years. It is therefore a clear bar on the state legislature taxing royalties so as to in effect,3d1qetgk6d
data\segment_4765.wav," Amend second Schedule of the Central Act. In the provision, it cannot be right to say that tax on royalty can be a tax on land. And even if it is a tax, if it falls within entry fifty, it will be ultra virus, the state's legislative power in view of Section nine hundred thirty. In Hingar Rampur versus State of Odisha, Justice Wan Sui in his dissenting judgment has stated.",b21cunc4e0
data\segment_4766.wav, that a tax on mineral rights being different from duty of excise pertains only to a tax that is leviable for the grant of right to extract minerals and is not a tax on minerals as well.,xq5h82x37q
data\segment_4767.wav," On that basis, a tax on royalty would not be a tax on mineral rights and would therefore, in any event, be outside the competence of the state legislature.",2kr4v96mu1
data\segment_4768.wav, and would consequently,94tc4gvd7c
data\segment_4769.wav, Yes.,zugf7jjbbd
data\segment_4770.wav," The Rajasthan, Punjab, Gujarat and Orissa High Courts have held that royalty is not a tax. See so and so, so and so, so and so. It was contended, now there is no discussion of these judgments at all, as to what they have held, what is their logic and where, what is the fallacy in those judgments?",g9cfxikyi4
data\segment_4771.wav," In fact, in doctor SS Sharma's case, which I'll be placing, the validity of Section nine had been questioned that this is a tax and it's a usurpation of the power under fifty. So the court said it's not a tax and therefore there's no question of usurpation. That's all you say.",spz0kdkbxm
data\segment_4772.wav," Then thirty two, it was contended by mister Krishnamurthy that the state has a right to tax minerals. It was further contended that if a tax is levied, it will not be irrational to correlate it to the value of the property and to make some kind of annual value basis of tax without intending to tax the income. In view of the provisions of the Act as noted herein before, this submission cannot be accepted. Krishnamurthy also further sought to urge.",tpmbcxyl2h
data\segment_4773.wav, that entry fifty there is no limitation to the taxing power of the state in view of the principles mentioned herein before and the express provision of Section nine two MMRD Act. This submission cannot be accepted. The field is fully covered by the central legislation.,l8dxmwwk0k
data\segment_4774.wav," In any event, royalty is directly relatable only to minerals extracted.",ch4xabkuky
data\segment_4775.wav," And on the principle that the general provision is excluded by the special one, royalty would be relatable to entry twenty three and fifty list two and not entry forty nine list two. But as the fee is covered by the central is it the field, I think, but as the field is covered, fees covered by the central provision.",378217ipu3
data\segment_4776.wav," Yes, that also is.",0kfmg0fs6y
data\segment_4777.wav," As the field is covered by the central power under entry twenty three of or entry fifty of list two, the impugned legislation cannot be upheld. Our attention was drawn to a judgment of the High Court of Madhya Pradesh, Hiralal Ramisha Prashad, which was delivered by a division bench, Justice JS Burma, acting Chief Justice, as a lordship then was held that the development cess by so and so is ultra virus. It is not necessary to.",cbup5laegw
data\segment_4778.wav, In the view taken by us further.,sl75u8ck4e
data\segment_4779.wav, Abstract mining land.,3jg2a6j1hz
data\segment_4780.wav, His only work.,aoettpul56
data\segment_4781.wav," So just pausing a lot up till para thirty three there is no discussion, no debate, no issue raised by any side that royalty is a tax or not.",twph1seuyp
data\segment_4782.wav, Just the Mysore High Court judgment is referred and then the four High Courts holding otherwise is referred. Neither of them are discussed.,qm6l4ad9if
data\segment_4783.wav," Because if there are two sets of reasoning alone, it would be expected alone if a bench of seven judges to discuss and debate not which one is the right one.",bcy8bn6k6w
data\segment_4784.wav," are they and it was coming out to come, I mean,",axtvq3gdwn
data\segment_4785.wav, And why Mysore should be adopted instead of the other four.,gjq1f59tzv
data\segment_4786.wav," In fact, this the seven judges bench has avoided the question which of them is right. My learned friend is not quite right in saying that while getting up the judge said, Murad and obviously that is not on record, Murad. That it is this or it is that. At least I was not there, Murad, so I will go by the record.",50ln300tl8
data\segment_4787.wav," Now kindly simulate the abrupt conclusion in the procedural paragraph. thirty four. In the aforesaid view of the matter, we are of the opinion that royalty is tax. As such, says on royalty being a tax on royalty is beyond. One can understand says on royalty being a tax on royalty is beyond a competence. One can understand that path.",mwfmmnpevf
data\segment_4788.wav, But there was no issue. Issue was whether Sesson royalty is good or bad.,k2an7ptg7u
data\segment_4789.wav, And the Court is saying in view in the faucet view of the matter,7yhaij5pex
data\segment_4790.wav," From the scope of entry forty nine is two, consequently.",43xwb53ulx
data\segment_4791.wav," There is no view of the afforced matter in the previous paragraphs, not a single sentence, not a whisper.",ybprfbnm7r
data\segment_4792.wav," And that is why Keshoram said that if you says trust, this word is missing in the faucet view of the matter, we are of the opinion that cess on royalty is a tax.",u1edgdpvl9
data\segment_4793.wav, So that's how Balotis clarified this apparent error.,9yybl1snii
data\segment_4794.wav," There was no issue, no issue has been framed in any paragraph that whether royalty is a tax or not. There's no debate, no consideration of the general concept of royalty. Read it like that, see, it's so obvious in the aforesaid view of the matter, we are of the opinion that royalty is a tax. Now we just leave that aside because those are the disputed words. Yes. Now see what follows. As such. As such, royalty being a tax on royalty.",ak9egfk0r6
data\segment_4795.wav," So the next phrase makes it into one area. What they were saying is that was the issue. It says on royalty is a tax. That's all that which Keshaaram has tried to make it straight, consistent. And this sentence, one of the first part of the sentence has been picked up in a number of cases down the line and they all went astray.",ltvva2okl9
data\segment_4796.wav, Simple study by the history.,4ovthp4rcs
data\segment_4797.wav, Now see the second and third sentence.,b6jw2nckn1
data\segment_4798.wav," In any event we are Son royalty. So they tried to repeat what they had said earlier in the second part of the same sentence in order to do draw the conclusion is beyond the competence of the state. In any event we are of the opinion that Sesson royalty, they come back to Sesson royalty, cannot be sustained under entry forty nine list two as being tax on land.",82lyl0bwmj
data\segment_4799.wav," Royalty on mineral rights is not a tax on land, but a payment for the user of land.",g703iserks
data\segment_4800.wav," So this is what we are saying that the last sentence is supporting which we had been submitting since morning that royalty is for not merely user, I would say even this is not fully correct look because the royalty is for transfer of the owner's right to extract the mineral and sell it.",r1eyik1yp3
data\segment_4801.wav, And the experience.,l84jxjdoyg
data\segment_4802.wav," So the mineral value has to be shared by the owner and the lessee. One is the lessee is the dominant owner and the lessee is the subservient owner, yes, having an interest in land because of the lease.",veuiai9ao5
data\segment_4803.wav," So therefore, it is logical that the mineral value which is state is owning must be shared within the",gpz3idbfjq
data\segment_4804.wav, Only the sharing mode is prescribed by section nine.,cqhk58nmyi
data\segment_4805.wav," So I am not defending standing up to defend a cess on royalty simplicita, in though in this case it was a cess on land revenue in by virtue of explanation royalty was one additional factor. Even otherwise, with utmost deference to the landed judge, I submit that even if royalty there was a problem, then that word could be struck down, not the whole section will be set cess on land revenue including water charges and so on and so forth.",19bvcrug73
data\segment_4806.wav," See, especially in people who do not.",c0wmi8ypll
data\segment_4807.wav," Orissa, for example, is straight on. Just on run. Will come to Orissa, don't worry.",s5pl2kjy4d
data\segment_4808.wav," Right now, winter pennies.",63vhlsgght
data\segment_4809.wav, So in this case the cess was not,1jnvrimp40
data\segment_4810.wav, on royalty directly. But as SES on land revenue normally is something like surcharge. It takes the same character.,rvx63ux9ea
data\segment_4811.wav, I've got to must get to the same thing.,kxbqc3jyk8
data\segment_4812.wav," Hola, look at your dog.",8mrvp1y76t
data\segment_4813.wav," Abstract, you also may say oblique or exclude.",qj0s0pda76
data\segment_4814.wav," Even in this paragraph thirty four, yes, you read somewhat abruptly. That's right. Because we are not able to sort of connect with the previous paragraphs. Yes.",bz0m9a0cp4
data\segment_4815.wav, The logic or the reasoning.,7bclzhenvo
data\segment_4816.wav," Anyway, I'm sure.",cvarfluu7r
data\segment_4817.wav," It's an abrupt conclusion without any issue being there, without any contention being there and without any debate or consideration of the concept of royalty as it exists. One may arrive at a conclusion that in other matters royalty may be a consideration or a return to the owner, but in the context of mining it is not so, but there is no debate, no consideration of that at all.",3intacmssa
data\segment_4818.wav," In fact, Justice Oja says whether royalty is a tax or not is not very material for the purpose of determination of this. That's exactly what's right.",wllcu2lc5j
data\segment_4819.wav," What about the conclusion that the Justice Osa's judgment goes further down the street, Lord, I mean, if we accept Justice Osa, then every tax has got some land, every business has got land, every business is based on capital, every business is based on labor. So this formula that a tax is on land plus capital plus labor.",x24o8evxhf
data\segment_4820.wav," So every tax which is being imposed on capital assets or whatever the sale tax and so on the size duty on manufacture. So no manufacturing can happen unless there is a capital, unless there is labor and the factory is standing on some land.",1wtale2wdr
data\segment_4821.wav, And based on raw material.,sbimr0gd7b
data\segment_4822.wav," On cess, there is a dissenting opinion of Justice Wanchu in Hinge Ramburu. If you just because you make a fund for certain infrastructure development and you call it a cess, it doesn't mean that it is different from royalty. That's what he says.",jko5bc5017
data\segment_4823.wav," I'll place in the rampur also, miss. Lochederite. Probably next slide. On manufacturer extraction of manufacturers, entry eighty six.",pj7ijia55b
data\segment_4824.wav," Obviously, and the sixth question is.",qzky1zi93w
data\segment_4825.wav," eighty four, eighty four, eighty four list one. It sounds good.",5qqdt9lx5q
data\segment_4826.wav," The problem is in the next sentence where he says, yes, says if you levied with reference to royalty, royalty is real, if you levied with reference to production, it's an excise duty. Majority says that's a measure, even by that subjective. He says no, this is an excise duty. And then he says royalty is a tax on mineral rights, but royalty is also charged with reference to production.",k24h5nsbao
data\segment_4827.wav," That's why India Seminence at one place says when it is dealing with one choose J, then royalty is also not a tax. It will be excise duty. So if anything is collected on the basis of actual production, it becomes manufactured according to just is one choose only. So we are not. That is why my lord, we are best nine of your lordships hear this without being yes.",rxlbat9rsd
data\segment_4828.wav, Just see para forty of Justice Osa's judgment concurring. Whether royalty is a tax or not is not very material for the purpose of the determination of this question in this case. It is admitted that royalty is charged on the basis of per unit of minerals extracted. It is no doubt true that mineral is extracted from the land and is available.,5nn83i9zcf
data\segment_4829.wav," But it could only be extracted if there are three things, land, capital, labor. It is therefore clear that unit of charge of royalty is not the land, but land, labor, capital. It is therefore clear that if royalty is a tax or an imposition or a levy, it is not on land alone, but it is a levy or a tax on mineral labor, capital employed in extraction of the mineral.",od6lskdi9p
data\segment_4830.wav," So even if we take this sentence as it is, it will be both land and mineral. So both entry forty nine and entry fifty will be attracted. It therefore is clear that royalty if is imposed by Parliament, it would only be a tax not only on land but on these three things stated above.",rf4j2dzr6m
data\segment_4831.wav, Now this is based on if.,532p75x545
data\segment_4832.wav, Piff royalty.,zvimdcvhv8
data\segment_4833.wav, royalty if it is imposed by Parliament as a tax.,c5l2a7tzgy
data\segment_4834.wav, It is not in dispute that the cess which the Madras Village Panchayat proposes to levy is nothing but an additional tax and originally it was levied only on land revenue. Apparently land revenue would fall within the scope of entry forty nine. This is erroneous. It will be entry forty five. Land revenue.,zhp0wfdw3z
data\segment_4835.wav," Whether that of course there is a conflict flood, so this question not whether there is a conflict between India and Syria, the conflict is there, or not? Incidentally, a question could have arisen or not whether five judges could have held that certain observations according to you, Keshoram is in conflict with that's right, definitely, but that's not something they accept as such. Doesn't matter now, doesn't tell you, we are on a bench of nine. So since we are looking at the entirety of the matter.",4a1zs4p5h8
data\segment_4836.wav," But it could not be doubted that royalty, which is a levy or tax on the extracted mineral, is not a tax or a levy on land alone. And if cess is charged on the royalty, it would not be said to be a levy or tax on land, and therefore it could not be upheld as imposed in exercise of jurisdiction under entry forty nine. Thus, it is clear that by introducing this explanation to section",nm61ewccip
data\segment_4837.wav," Widening the meaning of the word land revenue. For the purpose of section one hundred and fifteen and sixteen, when the legislature included royalty, it went beyond its jurisdiction under entry forty nine list two and therefore clearly is without the authority of law. But this also may lead to an interesting situation. This cess levied under so and so was intended to be levied on all lands falling within the area.",equtzzxogq
data\segment_4838.wav," But as this cess on royalty is without the authority, the result will be that the cess is levied so far as lands other than lands in are situated are concerned. But lands where mines are situated, this levy of cess is not in accordance with that law. This anomaly could have been averted if the legislature in this expedition had used the word surface rent in place of royalty.",nbp15iclfi
data\segment_4839.wav," Even if the lands where mines were situated and which are subject to license and mining leases, even for those lands, there is a charge on the basis of surface of the land, which is sometimes described as surface rent or sometimes also dead rent, although the two are different concepts dead rent and surface rent. It could not be doubted that if such a surface rent or dead rent is charged or an imposition.",85wkzxkne1
data\segment_4840.wav," on the land only and therefore will clearly fall within the purview of forty nine list two and a prop excess is levied on that. It will also be justified as tax on land. So had it been surface rent and dead rent, then it is justified under forty nine but not all.",4mftavosdn
data\segment_4841.wav," What next, mister Davidi?",twzmtdv3uj
data\segment_4842.wav, Now there are two cases in between Millard. One is Reisa Cement.,4povcdg79s
data\segment_4843.wav, Ben.,lbhduyzn20
data\segment_4844.wav," Same volume, one page one three two nine.",7r1ej4qm2q
data\segment_4845.wav," Is that excuse me, is that?",wcif40st7n
data\segment_4846.wav," At first impression, but that's right. This issue of Parim Jury, so six, the six question do we formulate it or no, not necessarily relevant. Invaluable. Right, because we are a bench of nine anyway. How to reconcile the two decisions. But you know, we don't have to reconcile.",elwu1pdzth
data\segment_4847.wav," Overall, we do have.",5ck98gzgf9
data\segment_4848.wav, Now paragraph three suggests this is also a case of session royalty.,9u9g2ilx52
data\segment_4849.wav," Martin Munich, Mar.",876rzu3i0j
data\segment_4850.wav," Para eight, the Lordships refer to the dissenting judgment of Justice Banchu in Hinge Trampa. That is referred to in Para eight.",a5hyt285ka
data\segment_4851.wav, Kindly come to page one three five zero,8g3wg831yg
data\segment_4852.wav, Where the section under challenge is coated section five and then section seven.,fdyzd9nrn8
data\segment_4853.wav," At the bottom of the page one hundred and thirty five, zero, the rate per year at which such assets shall be levied.",kl5jp5nz35
data\segment_4854.wav," If I may read the top note, the rate of sys.",bl9oczyv2k
data\segment_4855.wav," Roman two. The rate of cess assessment and fixation of cess year are dealt with by section five, which reads the cess shall be assessed on the annual value of all lands on whatever tenure held calculated in the manner hereinafter appearing.",2illh1h3vw
data\segment_4856.wav," The rate per year at which SESS shall be levied will be twenty five percent of the annual value of the land. Now at page one three five one towards the bottom section seven defines annual value. The annual value of lands held by Rayyeth shall be the rent payable by such Rayyeth to the landlord. two. In the case of lands held as an estate, the annual value shall be the aggregate of the amount which the intermediary is entitled to receive on account of revenue or rent.",2f4iuv6kfs
data\segment_4857.wav," Well, as your lordships have been pleased to observe. Well, that may your lordships made an observation with regard to the question. Whether that will arise at all or not. It is true that since line of your lordships are deciding the issue afresh. There would still be Millard an aspect which this bench may like to say for the purpose of Millard discipline.",01pfp4kepu
data\segment_4858.wav," Less the amount payable by an intermediary as revenue to the intermediary immediately superior to him or to the government, as the case may be. B, the rent, if any, payable under the land or in the car's possession. Three, in the case of lands held for carrying on mining operations, the annual value shall be royalty or, as the case may be, the debt rent payable by the person carrying on mining operations to the government.",1dvaibh40y
data\segment_4859.wav, And then section nine B.,7hk30g2uax
data\segment_4860.wav," In between placitum D seven hundred and three is there. In the case of lands held for carrying on mining operations, annual value shall be the land as the case may be, the dead rent payable by the person carrying on mining operations through the government, or the pit mouth value wherever it has been determined.",3n3lv02n04
data\segment_4861.wav, Please come to page three one three seven zero.,ftqhxhkma2
data\segment_4862.wav, In the previous paragraphs there are discussions or references to India Summit. I am leaving that note because I placed the judgment.,piwd7n7jt8
data\segment_4863.wav," There has been considerable discussion before us as to whether royalty itself is a tax or not. The controversy before us centers around the discussion contained in paragraph thirty one to thirty four of India Cement. Judgment Counsel for the SSE Respondents invite attention to the opening sentence of paragraph thirty four, which runs in their faucet view of the matter, we are opinion that royalty is tax and argue that this clinches the issue.",qdazyukzdm
data\segment_4864.wav," On the other hand, Shiajah submits that this purported conclusion does not follow from the earlier discussion and is also inconsistent with what follows. He points out that though there is reference in paragraph twenty seven to the conclusion of Justice Benkat Ramayya in a judgment of the Mysore High Court that royalty under section nine is really a tax and a reference in paragraph thirty one to Rajasthan Punjab Gujarat.",6um1mmjggk
data\segment_4865.wav," to the effect that royalty is not a tax, there is no discussion, criticism, or approval of any of the decisions on this point and that therefore the first sentence of paragraph thirty four is non secretary. He submits that perhaps there is typographical error in the first sentence of paragraph thirty four and the sentence should really read thus",3vu3iogt6f
data\segment_4866.wav, So here the sentence is completely suggested in a different form. He also points out that the last sentence of paragraph thirty four reads royalty on mineral rights is not a tax on land but a payment for the user of land. He submits therefore that this issue has not been decided in India Cement. He submits that before we express any opinion on this issue we should consider the matter afresh and places before.,81a1yhv0or
data\segment_4867.wav," Before us extracts from various lexicons and dictionaries to show that royalty is nothing more than the rent or a lease amount payable to the lesser in consideration for the grant of lease to exploit minerals. Reference may also be made to DK three vedi, para thirty five so and so. It is therefore neither a fee nor a tax, but merely a price paid for the use of mineral bearing land.",lvpwp05upy
data\segment_4868.wav," Which the quote normally follows. That the law was founded out in Daudi Bora recently. So I don't we need to really look at the epidemic. It would be more academic than anything else. But that no, it's doing some other case. Maybe in some other case. No, it's too important for us to say that the reference is not directly made. I thought that there is since the question is arisen squarely here, your loss in my act as well. Let me just take a minute or two clause on how. So the sixth point, do we formulate it or just leave it then? I think this is because this comes.",r29xl5kfc4
data\segment_4869.wav," We do not think it is necessary for us to express an opinion either way on this controversy, for it seems to us it is immaterial for the purpose of the present case. If royalty itself were to be regarded as a tax, it can perhaps be described properly as a tax on mineral rights.",99bynkw4f2
data\segment_4870.wav," and has to conform to the requirements of entry fifty which are discussed later. We are however here concerned with the validity of the levy of not royalty but of cess. If the cess is taken as tax then unless it can be described as land revenue or a tax on land or a tax on mining rights it cannot be upheld under entry forty five, forty nine or fifty. On the contrary if it is treated as a fee the state's competence to levy the same.",btjiwh0sl6
data\segment_4871.wav," has to be traced to entry twenty three, a proposition the effect of which will be considered later. The question whether royalty is a tax or not does not assist us much in furnishing an answer to the two questions posed in the present case and set out earlier. We shall therefore leave this question to rest here. So it's not that for the first time suddenly, but the subsequent benches also this issue and the learned that is obviously.",t2nmvdobta
data\segment_4872.wav, did not deal with that issue in this case.,uc823xuzvs
data\segment_4873.wav," How long now, mister? Any reassessment of the time that you're likely to take? Sorry. I'd like to finish tomorrow, go and try to finish tomorrow. Maybe everyone can now make a reassessment of the time they're going to take and then give us a fresh assessment. Yes. What about lunch be all right for you tomorrow, mister? Lunch will not be possible. If their site finishes tomorrow, then our site can start.",5f04ccuaml
data\segment_4874.wav," Day after lunchtime. No, next week, no, no, no, no, this week will be too long for this side. I think now mister Davidi is covered a very large part of his submissions. So some part which is not covered with mister Davidi, you were thinking tomorrow this side can conclude at the most maybe one hour, day after tomorrow, and then the other side can start. We can give you time until eleven thirty on.",ezglz0ll2c
data\segment_4875.wav," eleven thirty on Thursday, isn't it? So by eleven thirty on Thursday, I think this side can conclude. So please ration out the time between yourselves so that by eleven thirty the baton passes on to this side. Everybody between you eleven thirty on Thursday. So by eleven thirty we'll start at this side. I think particular. At the most five eleven.",d8cz5q0nep
data\segment_4876.wav," Any other issue they want to load, I think this.",3qhhm1dc2a
data\segment_4877.wav, That is the heart of the macroeconomy.,y9nwovpgkv
data\segment_4878.wav," It will say yes, so you're not. Does it really matter what India's events had or what's going through? Now we have nine of your notes. What mister DeVery said at the beginning that there were five questions, we'll keep it down to five. Absolutely.",5ctg0cilrt
data\segment_4879.wav," of entry five of list two, which is the public local government, which is being dealt with by the Quai Shoh Ramanabad and saying that the act under which you are challenged comes with an entry. When your turn comes, you can just see what. Speaking for ourselves, Bernard, I have discussed and what I have seen. So entry five may have some incident here.",ie82gcuztn
data\segment_4880.wav, Maybe you can sit there. See you.,5gvkp0vi9e
data\segment_4881.wav," Before us in the constitution bench, there's a live transcript of the proceedings which are being argued here. So at the end of the day, all of you, particularly the lawyers who are in season at that point, get the transcript. Any corrections can be indicated to our IT team. But before we upload it, you know, we have your certification on what has been announced. Very helpful. We have a complete transcript at the end of the proceeding of, in fact, by the day we have a transcript of the proceeding.",02lanwzc0t
data\segment_4882.wav," Taxing entries, your lordship will have enough for the day. We can go to other entries.",pn174ld91u
data\segment_4883.wav," We are very grateful for constituting this nine judges bench. It's coming up after twenty years, so whereas the state is suffering from the loss of tax, the other side will be burdened with heavy taxation, so that will be another issue, Molots. In case the states win, then how to balance this, it may be running into thousands of corrupts.",ns7ebk72ej
data\segment_4884.wav," Yes, so you are very grateful to us for this.",apz3uwgft0
data\segment_4885.wav," The conflict plot, if I may just state in a minute plot how this issue had arisen because one thing we should be able to do based on the transcript in the evening. I've got a list of seven, my friend says five, we have taken down everything he said in the evening we can just go over it between ourselves. Give your lordship a piece of clay for saying absolutely. These are the great questions, great questions, great questions, reducing the number, reducing the number as much.",rrfifuxn1i
data\segment_4886.wav," So in the India segment, a lot of the issues there was a cess on royalty imposed by the state. So the issue was never that royalty is a tax.",57doc9113s
data\segment_4887.wav, Validity of cess which was imposed on royalty was an issue. And perhaps that case could have been disposed of as mister Siroway has said in his book that royalty is an income allot which the state derives from as a part of the sale profits which the lessee gets from the sale of minerals. So it would have been invalid on that ground but then the court went on wrong and at one place in paragraph thirty four it's.,ur9o0etq2h
data\segment_4888.wav, said royalty is tax in the first sentence instead of ses on royalty is a tax because issue was what is this ses? There was no issue at all whether royalty is tax or not. The issue was only ses and there was no argument also. But yet in the first sentence of paragraph thirty four though it noted that four high courts have held royalty is not tax and one Mysore high court has held that royalty is tax.,783egzegsb
data\segment_4889.wav," But it doesn't dwell on that, doesn't consider Muller which is right, which is wrong, no observations. For a first sentence, it says royalty is taxed, in the last sentence, it says that royalty is a return for the use of. So there was a contradiction. So when we were arguing Muller before the fact judges bench in Kesh or Arm. And in fact, in two earlier occasions before two, three judges bench, this issue arose that there is no discussion in this and erroneous and this is.",1cr314hcai
data\segment_4890.wav," Contradictory and seems to be a mistake. So first bench malad in Odisha cement bypassed it didn't answer. In the second bench malad in Mahalakshmi fabrics they said no, there is enough material to show that royalty is tax in that judgment. So in Keshoram's case they discussed the whole concept of royalty, which was also not discussed in India cement.",kkm75no6a5
data\segment_4891.wav," Add on. seven hundred and one and seven hundred and one point one. mister Weedooth, this is an AOR. I have received instructions from him. Firstly, he is indisposed, can't walk, being eighty seven year old. And what we'll do is all these matters. Yes. The idea is to get these matters ready for hearing. Yes. So we'll pass a common order in all these matters in terms of the circular of the twenty second of august twenty twenty three.",7n2znxkj8e
data\segment_4892.wav, Who's appearing in the other matters in seven hundred and one? That question.,iwhp3u0wg4
data\segment_4893.wav, which my lords will find in volume five A at page one thousand three hundred and thirty six.,sd8ouyas2g
